t_s,power_w,temp_c,epoch
0.0,51.212919088016804,37.783662611103196,-1
0.01,46.88478090842651,38.175982327356415,0
0.02,48.1862062363777,38.411794922053495,0
0.03,46.35158127544369,39.21102602389358,0
0.04,49.523079477421625,39.57345534478711,0
0.05,51.21787978830551,39.71659436934454,0
0.06,35.30993694839903,39.744628678097435,0
0.07,50.853941218630304,40.52465560776974,0
0.08,40.023845079891586,40.60756302822393,0
0.09,44.05269110013468,41.04667500192395,0
0.1,45.02340145888829,41.2987069815043,0
0.11,49.96100490689655,41.5812868353847,0
0.12,47.59823482482512,42.03116016336902,0
0.13,50.15898723990935,42.43124482537262,0
0.14,48.121671287549255,42.32569599210193,0
0.15,48.52773241336573,42.819322643685666,0
0.16,49.17543881819165,43.331439606372435,0
0.17,46.77662772854011,43.51511899930836,0
0.18,33.709619759152346,43.92547031581231,0
0.19,50.0658837321157,44.117427833223594,0
0.2,44.474297160305696,44.265422223705635,0
0.21,44.739185339242525,44.46007418391113,0
0.22,46.34627569811822,44.74642356654609,0
0.23,49.3554921911115,45.10500946454875,0
0.24,48.97771433034802,45.17181034471215,0
0.25,47.34095093219165,45.674192081758456,0
0.26,48.651900740744594,45.871873672251354,0
0.27,47.28850136038854,46.088255309757315,0
0.28,50.61054941674387,46.00423974244936,0
0.29,48.630460420314314,46.16582804229933,0
0.3,29.29081416623133,46.57726197835411,0
0.31,48.82689059304928,47.178177697704044,0
0.32,43.114975396933914,47.20208564435605,0
0.33,44.19165717659368,47.49098138851533,0
0.34,43.38773919162013,47.32171150504797,0
0.35000000000000003,53.54022022691717,47.60865423280899,0
0.36,50.08274627725429,48.290960447226055,0
0.37,51.17433434138442,48.29596695326268,0
0.38,50.065478924131085,47.96640150047925,0
0.39,48.41843831885196,48.1861761435953,0
0.4,50.565972605408234,48.4225745110981,0
0.41000000000000003,31.714630210188748,48.6984852357957,1
0.42,30.84028502394921,48.847873085600845,1
0.43,49.196332489138285,49.45995074823423,1
0.44,45.352061182199876,49.16077179879705,1
0.45,43.710007535653276,49.43072719585526,1
0.46,43.60291783390627,49.884885241094935,1
0.47000000000000003,50.22269151256382,50.177643590053044,1
0.48,46.71503923432133,49.925363580643236,1
0.49,47.88156484790782,50.02081060505618,1
0.5,51.92670101686376,50.25817038224612,1
0.51,48.01226896082393,50.89852643593151,1
0.52,47.22517027032728,50.87913650308312,1
0.53,29.428654343970432,51.1607276144528,1
0.54,33.30625993160373,50.77266199635125,1
0.55,48.135100747131816,51.17495465308759,1
0.56,43.54601942777569,51.078669254159664,1
0.5700000000000001,44.268053644807374,51.40704017718911,1
0.58,45.17556361322948,51.53112033649403,1
0.59,49.58008125556109,51.505651192530884,1
0.6,45.776214601592855,52.204544322524995,1
0.61,47.139460567457846,52.29091758687954,1
0.62,49.56118412153056,51.98559037419065,1
0.63,50.68210057321842,52.32509193730436,1
0.64,47.56088946261236,52.53612056140246,1
0.65,30.69645066848049,52.66151143383774,1
0.66,33.67431622327359,52.72305092327891,1
0.67,39.69562250145048,52.76608564315267,1
0.68,42.17290382039028,52.9565479358713,1
0.6900000000000001,44.31187736626234,53.065169127100496,1
0.7000000000000001,46.262343337739004,53.172857414138356,1
0.71,48.56755622504531,53.495229663036206,1
0.72,49.150946774397426,53.51605881254485,1
0.73,45.93876795206853,53.11656205427095,1
0.74,51.68193068312211,53.56424955387738,1
0.75,49.6653156569846,53.62114398071842,1
0.76,47.12457870486415,53.41874369749495,1
0.77,32.9139635624807,54.07015091758369,1
0.78,32.748490634581216,54.29929813531158,1
0.79,43.96005242430514,54.09353155862677,1
0.8,43.999684292487494,54.22086001921495,1
0.81,44.36977454847308,54.15442880961897,2
0.8200000000000001,47.20443635034478,54.04129089546516,2
0.8300000000000001,48.018964653694674,54.05150308198249,2
0.84,50.39067246637057,54.144730233030856,2
0.85,49.691262536537224,54.496680259843046,2
0.86,49.15857771592599,54.479395295391726,2
0.87,48.96820798565695,54.78556689803949,2
0.88,53.21656902401008,54.857186667879596,2
0.89,31.922443509343008,54.97865309511255,2
0.9,47.21849393189793,54.77243895397611,2
0.91,44.76187337688518,55.32194424643502,2
0.92,41.17938107763911,54.7204536737028,2
0.93,42.648261676738336,55.45943364218142,2
0.9400000000000001,50.273680601442464,55.413985565163614,2
0.9500000000000001,49.901952047297115,55.63884171597155,2
0.96,51.60496337590461,55.38332101656877,2
0.97,45.395954802398606,55.63808473451483,2
0.98,48.09843656636226,55.56790763181917,2
0.99,48.70929201383429,56.02025765343782,2
1.0,45.80994338924219,55.704618140470316,2
1.01,32.79903005497653,56.02881250539374,2
1.02,48.01233212874813,55.71376032057264,2
1.03,44.785397702587886,55.924653156311514,2
1.04,45.44175196494325,55.7407416188333,2
1.05,42.32559041622645,56.07176586740856,2
1.06,49.33214473557728,55.79955651719167,2
1.07,50.553918438569184,56.255999057064834,2
1.08,51.75820306998919,56.085542379448874,2
1.09,48.157148476671416,56.49797535999266,2
1.1,49.6329489547856,56.583598805681504,2
1.11,48.45041783146448,56.32274544604606,2
1.12,47.79359619083681,56.866835378981136,2
1.1300000000000001,30.65868615389515,56.28511029614723,2
1.1400000000000001,51.169831338800485,56.751177718527146,2
1.1500000000000001,44.1670301678045,56.62786548434641,2
1.16,45.573547922452846,56.83551511703343,2
1.17,43.65998815275971,56.6516993800953,2
1.18,47.61933108808638,56.81714751452161,2
1.19,49.35781623387477,56.739058547714755,2
